track,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,is_outlier
CHORRITO PA LAS ANIMAS,Feid,2321.0,36.0,345031710.0,29.0,34.0,5.0,3.0,2022-12-02,False
Ch y la Pizza,"Fuerza Regida, Natanael Cano",536.0,10.0,288101651.0,10.0,8.0,3.0,14.0,2022-12-01,False
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",359.0,2.0,60350538.0,1.0,9.0,0.0,0.0,2023-05-26,False
Players,Coi Leray,4096.0,6.0,335074782.0,118.0,143.0,0.0,240.0,2022-11-30,False
Bite Me,ENHYPEN,349.0,69.0,76767396.0,8.0,5.0,0.0,56.0,2023-05-22,False
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",381.0,5.0,46065667.0,23.0,6.0,0.0,113.0,2023-05-26,False
Normal,Feid,2461.0,36.0,459276435.0,47.0,45.0,5.0,6.0,2022-07-08,False
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",277.0,1.0,39666245.0,1.0,5.0,0.0,1.0,2023-06-02,False
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",967.0,5.0,138517666.0,7.0,51.0,1.0,29.0,2023-03-01,False
Bad Habit,Steve Lacy,8186.0,12.0,822633917.0,155.0,131.0,16.0,29.0,2022-06-29,False
CUFF IT,Beyoncï¿,7842.0,10.0,595900742.0,215.0,330.0,26.0,23.0,2022-07-29,False
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",215.0,6.0,51985779.0,6.0,8.0,2.0,4.0,2023-06-05,False
69,"Nicky Jam, Feid",1134.0,22.0,57945987.0,39.0,48.0,2.0,3.0,2023-05-18,False
Niï¿½ï¿½a Bo,"Sean Paul, Feid",1305.0,34.0,115010040.0,29.0,43.0,5.0,44.0,2023-04-21,False
Search & Rescue,Drake,2066.0,6.0,175097833.0,58.0,43.0,0.0,182.0,2023-04-07,False
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",896.0,0.0,57089066.0,34.0,33.0,0.0,1.0,2023-05-19,False
Lavender Haze,Taylor Swift,3763.0,8.0,488386797.0,51.0,38.0,10.0,1.0,2022-10-21,False
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",197.0,0.0,32761689.0,3.0,3.0,0.0,0.0,2023-06-02,False
Efecto,Bad Bunny,4004.0,33.0,1047480053.0,34.0,43.0,6.0,2.0,2022-05-06,False
Erro Gostoso - Ao Vivo,Simone Mendes,984.0,5.0,153454328.0,8.0,76.0,2.0,49.0,2023-01-27,False
Cupido,Tini,1240.0,24.0,217672943.0,51.0,63.0,4.0,54.0,2023-02-14,False
Just Wanna Rock,Lil Uzi Vert,3995.0,13.0,457184829.0,72.0,47.0,0.0,0.0,2022-10-17,False
Unstoppable,Sia,7681.0,13.0,939844851.0,119.0,1145.0,2.0,2.0,2016-01-21,False
Until I Found You,Stephen Sanchez,4427.0,4.0,726434358.0,69.0,154.0,20.0,438.0,2021-09-01,False
Rich Flex,"Drake, 21 Savage",4657.0,18.0,573633020.0,84.0,42.0,0.0,23.0,2022-11-04,False
Easy On Me,Adele,10195.0,20.0,1406111294.0,258.0,657.0,22.0,9.0,2021-10-14,False
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",269.0,4.0,71573339.0,7.0,30.0,1.0,11.0,2023-05-11,False
Danger (Spider) (Offset & JID),"Offset, JID",214.0,0.0,24975653.0,3.0,6.0,0.0,0.0,2023-06-02,False
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,845.0,2.0,145458418.0,12.0,47.0,1.0,33.0,2023-02-14,False
The Real Slim Shady,Eminem,20763.0,27.0,1424589568.0,81.0,3271.0,1.0,17.0,2000-01-01,False
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",1267.0,20.0,231332117.0,41.0,56.0,4.0,84.0,2022-12-16,False
The Color Violet,Tory Lanez,2585.0,32.0,415932686.0,3.0,21.0,1.0,54.0,2021-12-10,False
Glimpse of Us,Joji,6330.0,6.0,988515741.0,109.0,158.0,3.0,31.0,2022-06-10,False
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",675.0,1.0,50847624.0,9.0,11.0,0.0,1.0,2023-05-04,False
Curtains,Ed Sheeran,715.0,0.0,39893489.0,37.0,27.0,0.0,50.0,2023-05-05,False
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",327.0,13.0,92035115.0,14.0,9.0,0.0,49.0,2023-05-01,False
Haegeum,Agust D,244.0,12.0,118810253.0,6.0,10.0,2.0,9.0,2023-04-21,False
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",385.0,4.0,77233241.0,17.0,41.0,1.0,29.0,2023-04-30,False
MIENTRAS ME CURO DEL CORA,Karol G,1020.0,35.0,206399629.0,15.0,30.0,6.0,0.0,2023-02-24,False
Never Felt So Alone,Labrinth,1730.0,3.0,117747907.0,46.0,51.0,0.0,20.0,2023-04-07,False
X SI VOLVEMOS,"Karol G, Romeo Santos",2127.0,33.0,266624541.0,45.0,53.0,8.0,4.0,2023-02-02,False
ceilings,Lizzy McAlpine,3242.0,9.0,293186992.0,67.0,48.0,0.0,6.0,2022-04-08,False
Cupid,Fifty Fifty,526.0,10.0,139681964.0,15.0,30.0,0.0,320.0,2023-02-24,False
I AM,IVE,366.0,15.0,123132751.0,16.0,7.0,0.0,55.0,2023-04-10,False
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,472.0,2.0,103762518.0,0.0,6.0,0.0,0.0,1997-01-01,False
Shorty Party,"Cartel De Santa, La Kelly",432.0,12.0,162887075.0,8.0,12.0,2.0,33.0,2023-03-04,False
Super,SEVENTEEN,271.0,12.0,91221625.0,16.0,9.0,0.0,55.0,2023-04-24,False
Slut Me Out,NLE Choppa,816.0,4.0,190490915.0,21.0,13.0,0.0,4.0,2022-04-22,False
Double Fantasy (with Future),"The Weeknd, Future",1169.0,0.0,96180277.0,36.0,28.0,0.0,0.0,2023-04-21,False
All Of The Girls You Loved Before,Taylor Swift,1282.0,6.0,185240616.0,26.0,19.0,0.0,5.0,2019-08-23,False
PROVENZA,Karol G,6587.0,34.0,885093467.0,114.0,147.0,11.0,20.0,2022-04-21,False
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",1444.0,4.0,104992946.0,0.0,0.0,0.0,0.0,2023-04-14,False
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",356.0,10.0,147290338.0,4.0,4.0,2.0,37.0,2023-02-03,False
Shivers,Ed Sheeran,10147.0,30.0,1302184087.0,234.0,543.0,18.0,2.0,2021-09-09,False
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",265.0,6.0,158950978.0,8.0,5.0,1.0,4.0,2022-12-30,False
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",351.0,9.0,76910644.0,16.0,10.0,0.0,64.0,2023-04-25,False
Komang,Raim Laode,158.0,4.0,137123880.0,5.0,1.0,1.0,18.0,2022-08-16,False
DESPECHï¿,ROSALï¿½,7613.0,33.0,782369383.0,180.0,422.0,15.0,55.0,2022-07-28,False
Made You Look,Meghan Trainor,3956.0,6.0,502574952.0,142.0,127.0,3.0,16.0,2022-10-21,False
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",1638.0,10.0,207033255.0,0.0,21.0,0.0,0.0,2023-02-05,False
No Se Va,Grupo Frontera,924.0,18.0,404887295.0,17.0,22.0,9.0,38.0,2022-04-28,False
Punto G,Quevedo,1985.0,35.0,381161027.0,34.0,37.0,5.0,1.0,2022-11-04,False
Lovers Rock,TV Girl,6339.0,13.0,466231982.0,3.0,36.0,1.0,37.0,2014-06-05,False
METAMORPHOSIS,INTERWORLD,1561.0,24.0,357580552.0,18.0,24.0,0.0,30.0,2021-11-25,False
Mami Chula,"Quevedo, Jhayco",875.0,4.0,61105704.0,17.0,27.0,0.0,43.0,2023-04-27,False
En Paris,"El Chachito, Junior H",406.0,5.0,198275403.0,3.0,2.0,1.0,0.0,2022-12-24,False
Set Me Free Pt.2,Jimin,340.0,13.0,168448603.0,4.0,16.0,1.0,9.0,2023-03-17,False
I Was Never There,"The Weeknd, Gesaffelstein",4188.0,15.0,705469769.0,30.0,142.0,0.0,27.0,2018-03-29,False
Don't ever say love me (feat. RM of BTS),"RM, Colde",105.0,0.0,34502215.0,5.0,5.0,0.0,0.0,2023-05-04,False
Shut Down,BLACKPINK,1524.0,17.0,482175240.0,53.0,62.0,0.0,2.0,2022-09-16,False
Gato de Noche,"Nengo Flow, Bad Bunny",2651.0,30.0,304118600.0,21.0,32.0,3.0,0.0,2022-12-22,False
Call Out My Name,The Weeknd,11087.0,6.0,1449799467.0,151.0,801.0,1.0,105.0,2018-03-29,False
Like Crazy (English Version),Jimin,373.0,19.0,173627354.0,4.0,5.0,0.0,5.0,2023-03-24,False
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",200.0,4.0,90025258.0,8.0,2.0,1.0,1.0,2023-02-02,False
Sunroof,"Nicky Youre, Dazy",3741.0,17.0,652704649.0,156.0,110.0,19.0,0.0,2021-12-03,False
Lose Yourself - Soundtrack Version,Eminem,32502.0,21.0,1829992958.0,247.0,5567.0,1.0,51.0,2002-01-01,False
Superman,"Eminem, Dina Rae",7615.0,14.0,655466831.0,18.0,1005.0,0.0,0.0,2002-05-26,False
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",1208.0,34.0,146409671.0,10.0,20.0,0.0,1.0,2023-03-02,False
People Pt.2 (feat. IU),"IU, Agust D",209.0,4.0,95816024.0,4.0,11.0,2.0,24.0,2023-04-07,False
REMIX EXCLUSIVO,Feid,1235.0,9.0,117206995.0,20.0,15.0,0.0,6.0,2023-03-17,False
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",654.0,3.0,100409613.0,11.0,18.0,1.0,1.0,2023-03-22,False
DOGTOOTH,"Tyler, The Creator",1479.0,0.0,80758350.0,23.0,18.0,0.0,33.0,2023-03-27,False
10:35,"Tiï¿½ï¿½sto, Tate M",4942.0,26.0,325592432.0,190.0,147.0,18.0,63.0,2022-11-01,False
SORRY NOT SORRY,"Tyler, The Creator",709.0,0.0,58473276.0,8.0,13.0,0.0,0.0,2023-03-31,False
HAPPY,NF,660.0,0.0,52722996.0,22.0,11.0,0.0,78.0,2023-03-25,False
La Bebe,Yng Lvcas,489.0,17.0,191945597.0,4.0,5.0,1.0,2.0,2021-12-24,False
I Know - PR1SVX Edit,"Kanii, PR1ISVX",407.0,0.0,77377503.0,16.0,5.0,0.0,1.0,2023-03-24,False
Late Night Talking,Harry Styles,7461.0,8.0,743693613.0,166.0,199.0,16.0,58.0,2022-05-20,False
Leï¿½,Marï¿½ï¿½lia Mendo,993.0,4.0,267789608.0,30.0,88.0,1.0,28.0,2022-12-09,False
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",9161.0,5.0,1221813483.0,240.0,468.0,3.0,10.0,2020-03-20,False
Something in the Orange,Zach Bryan,3282.0,12.0,449701773.0,67.0,46.0,16.0,117.0,2022-04-22,False
VOID,Melanie Martinez,596.0,0.0,67070410.0,29.0,12.0,0.0,52.0,2023-03-29,False
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",320.0,6.0,116334601.0,5.0,2.0,1.0,9.0,2023-03-14,False
Midnight Rain,Taylor Swift,2612.0,4.0,433356509.0,19.0,21.0,0.0,0.0,2022-10-21,False
If We Ever Broke Up,Mae Stephens,2040.0,4.0,165584767.0,81.0,66.0,9.0,444.0,2023-02-10,False
You Proof,Morgan Wallen,2128.0,9.0,367814306.0,37.0,9.0,0.0,14.0,2022-05-13,False
LA INOCENTE,"Feid, Mora",2598.0,37.0,477033549.0,28.0,43.0,8.0,85.0,2022-04-01,False
Malas Decisiones,Kenia OS,542.0,2.0,156214700.0,23.0,21.0,0.0,0.0,2022-10-26,False
Murder In My Mind,Kordhell,2459.0,20.0,448843705.0,20.0,50.0,0.0,22.0,2022-01-21,False
Gangsta's Paradise,"Coolio, L.V.",10624.0,17.0,1357608774.0,21.0,386.0,0.0,2.0,1995-07-11,False
CAIRO,"Karol G, Ovy On The Drums",2418.0,26.0,294352144.0,52.0,55.0,1.0,16.0,2022-11-13,False
I Love You So,The Walters,7536.0,7.0,972164968.0,44.0,135.0,0.0,6.0,2014-11-28,False
Dark Red,Steve Lacy,10431.0,7.0,920045682.0,71.0,181.0,0.0,10.0,2017-02-20,False
Say You Won't Let Go,James Arthur,15722.0,16.0,2420461338.0,231.0,1509.0,0.0,13.0,2016-09-09,False
The Hills,The Weeknd,25744.0,4.0,1947371785.0,122.0,1992.0,0.0,18.0,2015-05-27,False
Heart To Heart,Mac DeMarco,1640.0,0.0,244658767.0,27.0,29.0,1.0,1.0,2019-05-10,False
Peaches (from The Super Mario Bros. Movie),Jack Black,34.0,0.0,68216992.0,0.0,0.0,0.0,0.0,2023-04-07,False
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",1845.0,16.0,223582566.0,20.0,30.0,2.0,0.0,2022-12-15,False
LOKERA,"Brray, Rauw Alejandro, Lyanno",3301.0,30.0,471819764.0,72.0,64.0,6.0,3.0,2022-07-25,False
Low,SZA,1911.0,0.0,272377463.0,23.0,14.0,0.0,9.0,2022-12-09,False
Numb,Linkin Park,20111.0,5.0,1361425037.0,39.0,7341.0,0.0,0.0,2003-03-24,False
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",1529.0,0.0,149778242.0,32.0,39.0,2.0,0.0,2023-02-24,False
on the street (with J. Cole),"j-hope, J. Cole",615.0,2.0,116599790.0,22.0,8.0,0.0,9.0,2023-03-03,False
One Thing At A Time,Morgan Wallen,811.0,4.0,148469433.0,11.0,5.0,0.0,21.0,2022-12-02,False
Miss You,"Robin Schulz, Oliver Tree",5730.0,10.0,497225336.0,108.0,197.0,3.0,165.0,2022-08-05,False
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,356.0,4.0,88791109.0,4.0,0.0,0.0,0.0,2023-03-03,False
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,604.0,6.0,125917280.0,22.0,0.0,0.0,66.0,2023-03-03,False
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",1190.0,0.0,105062254.0,29.0,18.0,0.0,19.0,2023-02-23,False
Everything I Love,Morgan Wallen,579.0,0.0,95623148.0,11.0,0.0,0.0,103.0,2023-01-31,False
Heaven,Niall Horan,1553.0,2.0,144584800.0,61.0,48.0,0.0,150.0,2023-02-17,False
LET GO,Central Cee,2301.0,20.0,298063749.0,49.0,110.0,0.0,8.0,2022-12-15,False
Sial,Mahalini,134.0,4.0,166570053.0,4.0,0.0,0.0,23.0,2023-01-23,False
I Wrote The Book,Morgan Wallen,430.0,0.0,83021468.0,15.0,0.0,0.0,0.0,2023-01-31,False
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",86.0,0.0,139836056.0,11.0,0.0,0.0,48.0,2022-11-05,False
SPIT IN MY FACE!,ThxSoMch,629.0,14.0,303216294.0,32.0,9.0,0.0,0.0,2022-10-31,False
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",1701.0,15.0,221409663.0,30.0,34.0,2.0,47.0,2022-12-15,False
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",329.0,0.0,58890931.0,14.0,1.0,0.0,0.0,2023-03-03,False
Red Ruby Da Sleeze,Nicki Minaj,1168.0,0.0,81419389.0,45.0,20.0,0.0,21.0,2023-03-03,False
Kahani Suno 2.0,Kaifi Khalil,162.0,6.0,156777415.0,1.0,1.0,0.0,1.0,2022-05-31,False
Nobody Gets Me,SZA,2536.0,6.0,284908316.0,59.0,58.0,13.0,2.0,2022-12-09,False
PERO Tï¿,"Karol G, Quevedo",387.0,11.0,93438910.0,11.0,14.0,3.0,1.0,2023-02-23,False
Hype Boy,NewJeans,892.0,17.0,363472647.0,20.0,12.0,2.0,7.0,2022-08-01,False
Bloody Mary,Lady Gaga,3909.0,0.0,372476382.0,66.0,277.0,3.0,734.0,2011-01-01,False
Monotonï¿½,"Ozuna, Shakira",3645.0,15.0,380726517.0,118.0,150.0,4.0,19.0,2022-10-19,False
ýýý98 Braves,Morgan Wallen,282.0,0.0,56533272.0,6.0,0.0,0.0,0.0,2023-03-03,False
WANDA,Quevedo,888.0,22.0,175399345.0,11.0,7.0,1.0,7.0,2023-01-20,False
Thought You Should Know,Morgan Wallen,968.0,4.0,203221468.0,16.0,1.0,0.0,61.0,2022-05-06,False
In The End,Linkin Park,25065.0,6.0,1624165576.0,63.0,6808.0,2.0,0.0,2000-10-24,False
Zona De Perigo,Leo Santana,531.0,4.0,134294498.0,20.0,71.0,2.0,0.0,2022-12-08,False
Lovezinho,Treyce,242.0,0.0,70069745.0,12.0,13.0,0.0,4.0,2022-07-28,False
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",5281.0,14.0,609293408.0,94.0,80.0,15.0,38.0,2022-06-03,False
Neverita,Bad Bunny,2590.0,30.0,671365962.0,20.0,35.0,6.0,0.0,2022-05-06,False
Vista Al Mar,Quevedo,1769.0,34.0,362361576.0,16.0,21.0,3.0,4.0,2022-09-08,False
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",454.0,4.0,93587665.0,6.0,21.0,0.0,1.0,2022-12-23,False
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",6180.0,7.0,1223481149.0,122.0,580.0,21.0,10.0,2021-09-03,False
Revenge,XXXTENTACION,3600.0,11.0,1022258230.0,7.0,203.0,0.0,2.0,2017-08-25,False
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",1254.0,6.0,263453310.0,26.0,73.0,2.0,6.0,2022-11-03,False
LA CANCIï¿½,"J Balvin, Bad Bunny",6398.0,31.0,1435127549.0,177.0,305.0,3.0,5.0,2019-06-28,False
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",660.0,15.0,236857112.0,19.0,18.0,5.0,52.0,2022-10-20,False
Love Again,The Kid Laroi,1283.0,0.0,147538971.0,57.0,48.0,0.0,0.0,2023-01-27,False
After Hours,The Weeknd,8084.0,6.0,698086140.0,45.0,218.0,1.0,221.0,2020-02-19,False
About Damn Time,Lizzo,2332.0,2.0,723894473.0,0.0,25.0,0.0,0.0,2022-07-15,False
Born With A Beer In My Hand,Morgan Wallen,203.0,0.0,34450974.0,5.0,0.0,0.0,0.0,2023-03-03,False
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,685.0,14.0,403097450.0,24.0,9.0,0.0,23.0,2020-05-20,False
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2460.0,13.0,309483971.0,53.0,56.0,3.0,1.0,2022-09-29,False
Maan Meri Jaan,King,288.0,6.0,319566866.0,11.0,1.0,0.0,8.0,2022-10-12,False
Moscow Mule,Bad Bunny,4572.0,33.0,909001996.0,74.0,85.0,9.0,2.0,2022-05-06,False
My Universe,"Coldplay, BTS",6127.0,13.0,1061966512.0,0.0,0.0,0.0,0.0,2021-09-24,False
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,166.0,0.0,32526947.0,2.0,0.0,0.0,0.0,2023-03-03,False
LLYLM,ROSALï¿½,1838.0,0.0,124988687.0,105.0,114.0,1.0,59.0,2023-01-27,False
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",1890.0,0.0,103787664.0,86.0,49.0,0.0,9.0,2023-01-27,False
TRUSTFALL,P!nk,2098.0,16.0,134255790.0,88.0,101.0,7.0,451.0,2023-01-27,False
ANTIFRAGILE,LE SSERAFIM,761.0,12.0,301051721.0,23.0,11.0,0.0,3.0,2022-10-17,False
Boy's a liar,PinkPantheress,1225.0,0.0,156338624.0,27.0,28.0,13.0,0.0,2022-11-30,False
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",415.0,2.0,152850295.0,15.0,21.0,1.0,15.0,2023-01-13,False
Shirt,SZA,3469.0,0.0,309653982.0,71.0,31.0,0.0,2.0,2022-10-28,False
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,3311.0,0.0,297328960.0,129.0,212.0,1.0,41.0,2022-10-28,False
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2616.0,0.0,332506354.0,113.0,208.0,0.0,192.0,2022-09-22,False
"Sex, Drugs, Etc.",Beach Weather,3006.0,16.0,480507035.0,47.0,87.0,12.0,124.0,2016-11-04,False
Boy With Luv (feat. Halsey),"Halsey, BTS",4260.0,0.0,1065580332.0,113.0,259.0,0.0,1.0,2019-04-12,False
"Hey, Mickey!",Baby Tate,482.0,0.0,122763672.0,9.0,12.0,4.0,3.0,2016-09-27,False
Calm Down,Rï¿½ï,4013.0,10.0,445763624.0,107.0,750.0,22.0,2.0,2022-02-09,False
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",138.0,4.0,1365184.0,13.0,2.0,0.0,0.0,2022-12-22,False
Escapism. - Sped Up,"RAYE, 070 Shake",1368.0,0.0,184308753.0,12.0,11.0,0.0,8.0,2022-11-25,False
Space Song,Beach House,17852.0,4.0,789753877.0,69.0,335.0,0.0,2.0,2015-01-01,False
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",889.0,20.0,323358833.0,11.0,35.0,0.0,21.0,2022-11-20,False
Te Felicito,"Shakira, Rauw Alejandro",4796.0,9.0,606361689.0,124.0,212.0,13.0,1.0,2022-04-21,False
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",658.0,6.0,120972253.0,33.0,53.0,2.0,0.0,2023-01-12,False
TV,Billie Eilish,3009.0,2.0,338564981.0,68.0,65.0,0.0,25.0,2022-07-21,False
I'm Not The Only One,Sam Smith,17492.0,3.0,1606986953.0,136.0,1959.0,0.0,30.0,2014-01-01,False
Heather,Conan Gray,6170.0,7.0,1301799902.0,82.0,231.0,0.0,2.0,2020-03-20,False
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",130.0,4.0,140187018.0,21.0,2.0,0.0,0.0,2022-12-12,False
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",27705.0,10.0,1897517891.0,537.0,2726.0,6.0,2.0,2017-06-02,False
Sugar Rush Ride,TOMORROW X TOGETHER,359.0,0.0,107642809.0,12.0,13.0,0.0,13.0,2023-01-27,False
Pink Venom,BLACKPINK,1963.0,16.0,551305895.0,57.0,77.0,1.0,13.0,2022-08-19,False
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",5491.0,14.0,556585270.0,128.0,75.0,0.0,35.0,2022-04-27,False
Don't Start Now,Dua Lipa,27119.0,0.0,2303033973.0,532.0,1535.0,3.0,8.0,2019-10-31,False
After Dark,Mr.Kitty,1776.0,14.0,646886885.0,1.0,3.0,0.0,0.0,2014-08-08,False
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",1473.0,4.0,222612678.0,27.0,66.0,1.0,4.0,2022-09-16,False
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",13315.0,0.0,1814349763.0,300.0,690.0,0.0,2.0,2021-07-23,False
MIDDLE OF THE NIGHT,Elley Duhï¿,4057.0,8.0,872137015.0,78.0,240.0,1.0,52.0,2020-01-10,False
Atlantis,Seafret,3045.0,6.0,571386359.0,43.0,134.0,1.0,32.0,2015-04-22,False
PUNTO 40,"Baby Rasta, Rauw Alejandro",3006.0,12.0,304079786.0,54.0,66.0,2.0,0.0,2022-09-22,False
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",852.0,0.0,174006928.0,14.0,50.0,0.0,0.0,2022-09-09,False
How Do I Say Goodbye,Dean Lewis,2163.0,15.0,284785823.0,72.0,58.0,0.0,154.0,2022-08-05,False
Blind,SZA,1484.0,0.0,163284000.0,22.0,12.0,0.0,0.0,2022-12-09,False
Die For You,Joji,1703.0,0.0,246390068.0,38.0,36.0,16.0,0.0,2022-11-04,False
Doja,Central Cee,4169.0,44.0,482257456.0,57.0,183.0,1.0,11.0,2022-07-20,False
Gatita,Bellakath,1054.0,0.0,168684524.0,9.0,15.0,0.0,1.0,2022-10-03,False
Rumble,"Skrillex, Flowdan, Fred again..",2849.0,0.0,78489819.0,39.0,27.0,0.0,1.0,2022-01-17,False
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",1602.0,0.0,195516622.0,12.0,12.0,0.0,2.0,2022-12-02,False
Yonaguni,Bad Bunny,9644.0,28.0,1260594497.0,120.0,164.0,4.0,0.0,2021-06-04,False
Super Freaky Girl,Nicki Minaj,4827.0,0.0,428685680.0,104.0,76.0,9.0,2.0,2022-08-12,False
Running Up That Hill (A Deal With God),Kate Bush,21811.0,0.0,1024858327.0,117.0,676.0,3.0,0.0,1985-09-16,False
Dream On,Aerosmith,168.0,0.0,838586769.0,0.0,5.0,0.0,0.0,1973-01-05,False
Limbo,Freddie Dredd,688.0,0.0,199386237.0,14.0,17.0,0.0,2.0,2022-08-11,False
Where Are You Now,"Lost Frequencies, Calum Scott",10565.0,44.0,972509632.0,238.0,557.0,17.0,58.0,2021-07-30,False
WORTH NOTHING,"Twisted, Oliver Tree",1612.0,0.0,213438580.0,34.0,34.0,0.0,2.0,2022-09-28,False
Bad Habits,Ed Sheeran,12755.0,8.0,1555511105.0,344.0,945.0,15.0,2.0,2020-09-03,False
KICK BACK,Kenshi Yonezu,574.0,4.0,210038833.0,38.0,26.0,0.0,0.0,2022-10-12,False
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,2499.0,0.0,227918678.0,70.0,49.0,0.0,0.0,2022-04-08,False
Good Days,SZA,10426.0,2.0,826623384.0,133.0,182.0,1.0,10.0,2020-12-24,False
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",15894.0,8.0,1802514301.0,198.0,544.0,0.0,60.0,2020-03-27,False
Woman,Doja Cat,9424.0,0.0,1329090101.0,202.0,463.0,4.0,2.0,2021-06-25,False
Shut up My Moms Calling - (Sped Up),Hotel Ugly,713.0,7.0,181831132.0,2.0,6.0,0.0,0.0,2022-09-14,False
Ferrari,"James Hype, Miggy Dela Rosa",7758.0,28.0,462791599.0,173.0,175.0,0.0,168.0,2022-03-14,False
"You're On Your Own, Kid",Taylor Swift,2537.0,2.0,348647203.0,8.0,20.0,0.0,1.0,2022-10-21,False
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",292.0,6.0,366599607.0,26.0,4.0,0.0,0.0,2022-07-17,False
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",323.0,0.0,90598517.0,4.0,14.0,0.0,0.0,1930-01-01,False
Payphone,"Maroon 5, Wiz Khalifa",14143.0,4.0,1479264469.0,56.0,1891.0,1.0,2.0,2012-01-01,False
All I Want for Christmas Is You,Mariah Carey,25653.0,0.0,1449779435.0,387.0,2094.0,0.0,2.0,1994-10-28,False
